source_id,company,symbol,document_type,title,issuer,published_date,period_covered,url,primary_or_secondary,accessed_date,claim_or_metric_supported,notes
STARTECK-SCR-01,Starteck Finance Ltd,STARTECK,Aggregated financial statements,screener.in company page (n/a basis),screener.in,2026-08-11,,https://www.screener.in/company/STARTECK/,Secondary,2026-08-11,"Annual/quarterly P&L, balance sheet, cash flow, ratios, shareholding",Aggregator of audited filings - material claims to be confirmed against filings in Phase 2
STARTECK-PXW-01,Starteck Finance Ltd,STARTECK,Market data,STARTECK.NS split/dividend-adjusted weekly OHLCV,Yahoo Finance,2026-08-11,2021-08 to 2026-08,https://query1.finance.yahoo.com/v8/finance/chart/STARTECK.NS?range=5y&interval=1wk,Secondary,2026-08-11,"Weinstein stage, 30/40w MA, relative strength, base, volume, liquidity",adjclose used for all stage arithmetic
STCINDIA-SCR-01,State Trading Corporation of India Ltd,STCINDIA,Aggregated financial statements,screener.in company page (n/a basis),screener.in,2026-08-11,,https://www.screener.in/company/STCINDIA/,Secondary,2026-08-11,"Annual/quarterly P&L, balance sheet, cash flow, ratios, shareholding",Aggregator of audited filings - material claims to be confirmed against filings in Phase 2
STCINDIA-PXW-01,State Trading Corporation of India Ltd,STCINDIA,Market data,STCINDIA.NS split/dividend-adjusted weekly OHLCV,Yahoo Finance,2026-08-11,2021-08 to 2026-08,https://query1.finance.yahoo.com/v8/finance/chart/STCINDIA.NS?range=5y&interval=1wk,Secondary,2026-08-11,"Weinstein stage, 30/40w MA, relative strength, base, volume, liquidity",adjclose used for all stage arithmetic
STEELCITY-SCR-01,Steel City Securities Ltd,STEELCITY,Aggregated financial statements,screener.in company page (n/a basis),screener.in,2026-08-11,,https://www.screener.in/company/STEELCITY/,Secondary,2026-08-11,"Annual/quarterly P&L, balance sheet, cash flow, ratios, shareholding",Aggregator of audited filings - material claims to be confirmed against filings in Phase 2
STEELCITY-PXW-01,Steel City Securities Ltd,STEELCITY,Market data,STEELCITY.NS split/dividend-adjusted weekly OHLCV,Yahoo Finance,2026-08-11,2021-08 to 2026-08,https://query1.finance.yahoo.com/v8/finance/chart/STEELCITY.NS?range=5y&interval=1wk,Secondary,2026-08-11,"Weinstein stage, 30/40w MA, relative strength, base, volume, liquidity",adjclose used for all stage arithmetic
STEL-SCR-01,STEL Holdings Ltd,STEL,Aggregated financial statements,screener.in company page (n/a basis),screener.in,2026-08-11,,https://www.screener.in/company/STEL/,Secondary,2026-08-11,"Annual/quarterly P&L, balance sheet, cash flow, ratios, shareholding",Aggregator of audited filings - material claims to be confirmed against filings in Phase 2
STEL-PXW-01,STEL Holdings Ltd,STEL,Market data,STEL.NS split/dividend-adjusted weekly OHLCV,Yahoo Finance,2026-08-11,2021-08 to 2026-08,https://query1.finance.yahoo.com/v8/finance/chart/STEL.NS?range=5y&interval=1wk,Secondary,2026-08-11,"Weinstein stage, 30/40w MA, relative strength, base, volume, liquidity",adjclose used for all stage arithmetic
STOVEKRAFT-SCR-01,Stove Kraft Ltd,STOVEKRAFT,Aggregated financial statements,screener.in company page (n/a basis),screener.in,2026-08-11,,https://www.screener.in/company/STOVEKRAFT/,Secondary,2026-08-11,"Annual/quarterly P&L, balance sheet, cash flow, ratios, shareholding",Aggregator of audited filings - material claims to be confirmed against filings in Phase 2
STOVEKRAFT-PXW-01,Stove Kraft Ltd,STOVEKRAFT,Market data,STOVEKRAFT.NS split/dividend-adjusted weekly OHLCV,Yahoo Finance,2026-08-11,2021-08 to 2026-08,https://query1.finance.yahoo.com/v8/finance/chart/STOVEKRAFT.NS?range=5y&interval=1wk,Secondary,2026-08-11,"Weinstein stage, 30/40w MA, relative strength, base, volume, liquidity",adjclose used for all stage arithmetic
STUDDS-SCR-01,Studds Accessories Ltd,STUDDS,Aggregated financial statements,screener.in company page (n/a basis),screener.in,2026-08-11,,https://www.screener.in/company/STUDDS/,Secondary,2026-08-11,"Annual/quarterly P&L, balance sheet, cash flow, ratios, shareholding",Aggregator of audited filings - material claims to be confirmed against filings in Phase 2
STUDDS-PXW-01,Studds Accessories Ltd,STUDDS,Market data,STUDDS.NS split/dividend-adjusted weekly OHLCV,Yahoo Finance,2026-08-11,2021-08 to 2026-08,https://query1.finance.yahoo.com/v8/finance/chart/STUDDS.NS?range=5y&interval=1wk,Secondary,2026-08-11,"Weinstein stage, 30/40w MA, relative strength, base, volume, liquidity",adjclose used for all stage arithmetic
STYL-SCR-01,Seshaasai Technologies Ltd,STYL,Aggregated financial statements,screener.in company page (n/a basis),screener.in,2026-08-11,,https://www.screener.in/company/STYL/,Secondary,2026-08-11,"Annual/quarterly P&L, balance sheet, cash flow, ratios, shareholding",Aggregator of audited filings - material claims to be confirmed against filings in Phase 2
STYL-PXW-01,Seshaasai Technologies Ltd,STYL,Market data,STYL.NS split/dividend-adjusted weekly OHLCV,Yahoo Finance,2026-08-11,2021-08 to 2026-08,https://query1.finance.yahoo.com/v8/finance/chart/STYL.NS?range=5y&interval=1wk,Secondary,2026-08-11,"Weinstein stage, 30/40w MA, relative strength, base, volume, liquidity",adjclose used for all stage arithmetic
STYLAMIND-SCR-01,Stylam Industries Ltd,STYLAMIND,Aggregated financial statements,screener.in company page (n/a basis),screener.in,2026-08-11,,https://www.screener.in/company/STYLAMIND/,Secondary,2026-08-11,"Annual/quarterly P&L, balance sheet, cash flow, ratios, shareholding",Aggregator of audited filings - material claims to be confirmed against filings in Phase 2
STYLAMIND-PXW-01,Stylam Industries Ltd,STYLAMIND,Market data,STYLAMIND.NS split/dividend-adjusted weekly OHLCV,Yahoo Finance,2026-08-11,2021-08 to 2026-08,https://query1.finance.yahoo.com/v8/finance/chart/STYLAMIND.NS?range=5y&interval=1wk,Secondary,2026-08-11,"Weinstein stage, 30/40w MA, relative strength, base, volume, liquidity",adjclose used for all stage arithmetic
STYRENIX-SCR-01,Styrenix Performance Materials Ltd,STYRENIX,Aggregated financial statements,screener.in company page (n/a basis),screener.in,2026-08-11,,https://www.screener.in/company/STYRENIX/,Secondary,2026-08-11,"Annual/quarterly P&L, balance sheet, cash flow, ratios, shareholding",Aggregator of audited filings - material claims to be confirmed against filings in Phase 2
STYRENIX-PXW-01,Styrenix Performance Materials Ltd,STYRENIX,Market data,STYRENIX.NS split/dividend-adjusted weekly OHLCV,Yahoo Finance,2026-08-11,2021-08 to 2026-08,https://query1.finance.yahoo.com/v8/finance/chart/STYRENIX.NS?range=5y&interval=1wk,Secondary,2026-08-11,"Weinstein stage, 30/40w MA, relative strength, base, volume, liquidity",adjclose used for all stage arithmetic
SUBROS-SCR-01,Subros Ltd,SUBROS,Aggregated financial statements,screener.in company page (n/a basis),screener.in,2026-08-11,,https://www.screener.in/company/SUBROS/,Secondary,2026-08-11,"Annual/quarterly P&L, balance sheet, cash flow, ratios, shareholding",Aggregator of audited filings - material claims to be confirmed against filings in Phase 2
SUBROS-PXW-01,Subros Ltd,SUBROS,Market data,SUBROS.NS split/dividend-adjusted weekly OHLCV,Yahoo Finance,2026-08-11,2021-08 to 2026-08,https://query1.finance.yahoo.com/v8/finance/chart/SUBROS.NS?range=5y&interval=1wk,Secondary,2026-08-11,"Weinstein stage, 30/40w MA, relative strength, base, volume, liquidity",adjclose used for all stage arithmetic
SUDARCOLOR-SCR-01,Sudarshan Colorants India Ltd,SUDARCOLOR,Aggregated financial statements,screener.in company page (n/a basis),screener.in,2026-08-11,,https://www.screener.in/company/SUDARCOLOR/,Secondary,2026-08-11,"Annual/quarterly P&L, balance sheet, cash flow, ratios, shareholding",Aggregator of audited filings - material claims to be confirmed against filings in Phase 2
SUDARCOLOR-PXW-01,Sudarshan Colorants India Ltd,SUDARCOLOR,Market data,SUDARCOLOR.NS split/dividend-adjusted weekly OHLCV,Yahoo Finance,2026-08-11,2021-08 to 2026-08,https://query1.finance.yahoo.com/v8/finance/chart/SUDARCOLOR.NS?range=5y&interval=1wk,Secondary,2026-08-11,"Weinstein stage, 30/40w MA, relative strength, base, volume, liquidity",adjclose used for all stage arithmetic
SUDARSCHEM-SCR-01,Sudarshan Chemical Industries Ltd,SUDARSCHEM,Aggregated financial statements,screener.in company page (n/a basis),screener.in,2026-08-11,,https://www.screener.in/company/SUDARSCHEM/,Secondary,2026-08-11,"Annual/quarterly P&L, balance sheet, cash flow, ratios, shareholding",Aggregator of audited filings - material claims to be confirmed against filings in Phase 2
SUDARSCHEM-PXW-01,Sudarshan Chemical Industries Ltd,SUDARSCHEM,Market data,SUDARSCHEM.NS split/dividend-adjusted weekly OHLCV,Yahoo Finance,2026-08-11,2021-08 to 2026-08,https://query1.finance.yahoo.com/v8/finance/chart/SUDARSCHEM.NS?range=5y&interval=1wk,Secondary,2026-08-11,"Weinstein stage, 30/40w MA, relative strength, base, volume, liquidity",adjclose used for all stage arithmetic
SUKHJITS-SCR-01,Sukhjit Starch & Chemicals Ltd,SUKHJITS,Aggregated financial statements,screener.in company page (n/a basis),screener.in,2026-08-11,,https://www.screener.in/company/SUKHJITS/,Secondary,2026-08-11,"Annual/quarterly P&L, balance sheet, cash flow, ratios, shareholding",Aggregator of audited filings - material claims to be confirmed against filings in Phase 2
SUKHJITS-PXW-01,Sukhjit Starch & Chemicals Ltd,SUKHJITS,Market data,SUKHJITS.NS split/dividend-adjusted weekly OHLCV,Yahoo Finance,2026-08-11,2021-08 to 2026-08,https://query1.finance.yahoo.com/v8/finance/chart/SUKHJITS.NS?range=5y&interval=1wk,Secondary,2026-08-11,"Weinstein stage, 30/40w MA, relative strength, base, volume, liquidity",adjclose used for all stage arithmetic
SULA-SCR-01,Sula Vineyards Ltd,SULA,Aggregated financial statements,screener.in company page (n/a basis),screener.in,2026-08-11,,https://www.screener.in/company/SULA/,Secondary,2026-08-11,"Annual/quarterly P&L, balance sheet, cash flow, ratios, shareholding",Aggregator of audited filings - material claims to be confirmed against filings in Phase 2
SULA-PXW-01,Sula Vineyards Ltd,SULA,Market data,SULA.NS split/dividend-adjusted weekly OHLCV,Yahoo Finance,2026-08-11,2021-08 to 2026-08,https://query1.finance.yahoo.com/v8/finance/chart/SULA.NS?range=5y&interval=1wk,Secondary,2026-08-11,"Weinstein stage, 30/40w MA, relative strength, base, volume, liquidity",adjclose used for all stage arithmetic
SUMEETINDS-SCR-01,Sumeet Industries Ltd,SUMEETINDS,Aggregated financial statements,screener.in company page (n/a basis),screener.in,2026-08-11,,https://www.screener.in/company/SUMEETINDS/,Secondary,2026-08-11,"Annual/quarterly P&L, balance sheet, cash flow, ratios, shareholding",Aggregator of audited filings - material claims to be confirmed against filings in Phase 2
SUMEETINDS-PXW-01,Sumeet Industries Ltd,SUMEETINDS,Market data,SUMEETINDS.NS split/dividend-adjusted weekly OHLCV,Yahoo Finance,2026-08-11,2021-08 to 2026-08,https://query1.finance.yahoo.com/v8/finance/chart/SUMEETINDS.NS?range=5y&interval=1wk,Secondary,2026-08-11,"Weinstein stage, 30/40w MA, relative strength, base, volume, liquidity",adjclose used for all stage arithmetic
SUMICHEM-SCR-01,Sumitomo Chemical India Ltd,SUMICHEM,Aggregated financial statements,screener.in company page (n/a basis),screener.in,2026-08-11,,https://www.screener.in/company/SUMICHEM/,Secondary,2026-08-11,"Annual/quarterly P&L, balance sheet, cash flow, ratios, shareholding",Aggregator of audited filings - material claims to be confirmed against filings in Phase 2
SUMICHEM-PXW-01,Sumitomo Chemical India Ltd,SUMICHEM,Market data,SUMICHEM.NS split/dividend-adjusted weekly OHLCV,Yahoo Finance,2026-08-11,2021-08 to 2026-08,https://query1.finance.yahoo.com/v8/finance/chart/SUMICHEM.NS?range=5y&interval=1wk,Secondary,2026-08-11,"Weinstein stage, 30/40w MA, relative strength, base, volume, liquidity",adjclose used for all stage arithmetic
SUMIT-SCR-01,Sumit Woods Ltd,SUMIT,Aggregated financial statements,screener.in company page (n/a basis),screener.in,2026-08-11,,https://www.screener.in/company/SUMIT/,Secondary,2026-08-11,"Annual/quarterly P&L, balance sheet, cash flow, ratios, shareholding",Aggregator of audited filings - material claims to be confirmed against filings in Phase 2
SUMIT-PXW-01,Sumit Woods Ltd,SUMIT,Market data,SUMIT.NS split/dividend-adjusted weekly OHLCV,Yahoo Finance,2026-08-11,2021-08 to 2026-08,https://query1.finance.yahoo.com/v8/finance/chart/SUMIT.NS?range=5y&interval=1wk,Secondary,2026-08-11,"Weinstein stage, 30/40w MA, relative strength, base, volume, liquidity",adjclose used for all stage arithmetic
SUNDARAM-SCR-01,Sundaram Multi Pap Ltd,SUNDARAM,Aggregated financial statements,screener.in company page (n/a basis),screener.in,2026-08-11,,https://www.screener.in/company/SUNDARAM/,Secondary,2026-08-11,"Annual/quarterly P&L, balance sheet, cash flow, ratios, shareholding",Aggregator of audited filings - material claims to be confirmed against filings in Phase 2
SUNDARAM-PXW-01,Sundaram Multi Pap Ltd,SUNDARAM,Market data,SUNDARAM.NS split/dividend-adjusted weekly OHLCV,Yahoo Finance,2026-08-11,2021-08 to 2026-08,https://query1.finance.yahoo.com/v8/finance/chart/SUNDARAM.NS?range=5y&interval=1wk,Secondary,2026-08-11,"Weinstein stage, 30/40w MA, relative strength, base, volume, liquidity",adjclose used for all stage arithmetic
SUNDARMFIN-SCR-01,Sundaram Finance Ltd,SUNDARMFIN,Aggregated financial statements,screener.in company page (n/a basis),screener.in,2026-08-11,,https://www.screener.in/company/SUNDARMFIN/,Secondary,2026-08-11,"Annual/quarterly P&L, balance sheet, cash flow, ratios, shareholding",Aggregator of audited filings - material claims to be confirmed against filings in Phase 2
SUNDARMFIN-PXW-01,Sundaram Finance Ltd,SUNDARMFIN,Market data,SUNDARMFIN.NS split/dividend-adjusted weekly OHLCV,Yahoo Finance,2026-08-11,2021-08 to 2026-08,https://query1.finance.yahoo.com/v8/finance/chart/SUNDARMFIN.NS?range=5y&interval=1wk,Secondary,2026-08-11,"Weinstein stage, 30/40w MA, relative strength, base, volume, liquidity",adjclose used for all stage arithmetic
SUNDRMFAST-SCR-01,Sundram Fasteners Ltd,SUNDRMFAST,Aggregated financial statements,screener.in company page (n/a basis),screener.in,2026-08-11,,https://www.screener.in/company/SUNDRMFAST/,Secondary,2026-08-11,"Annual/quarterly P&L, balance sheet, cash flow, ratios, shareholding",Aggregator of audited filings - material claims to be confirmed against filings in Phase 2
SUNDRMFAST-PXW-01,Sundram Fasteners Ltd,SUNDRMFAST,Market data,SUNDRMFAST.NS split/dividend-adjusted weekly OHLCV,Yahoo Finance,2026-08-11,2021-08 to 2026-08,https://query1.finance.yahoo.com/v8/finance/chart/SUNDRMFAST.NS?range=5y&interval=1wk,Secondary,2026-08-11,"Weinstein stage, 30/40w MA, relative strength, base, volume, liquidity",adjclose used for all stage arithmetic
SUNFLAG-SCR-01,Sunflag Iron & Steel Company Ltd,SUNFLAG,Aggregated financial statements,screener.in company page (n/a basis),screener.in,2026-08-11,,https://www.screener.in/company/SUNFLAG/,Secondary,2026-08-11,"Annual/quarterly P&L, balance sheet, cash flow, ratios, shareholding",Aggregator of audited filings - material claims to be confirmed against filings in Phase 2
SUNFLAG-PXW-01,Sunflag Iron & Steel Company Ltd,SUNFLAG,Market data,SUNFLAG.NS split/dividend-adjusted weekly OHLCV,Yahoo Finance,2026-08-11,2021-08 to 2026-08,https://query1.finance.yahoo.com/v8/finance/chart/SUNFLAG.NS?range=5y&interval=1wk,Secondary,2026-08-11,"Weinstein stage, 30/40w MA, relative strength, base, volume, liquidity",adjclose used for all stage arithmetic
SUNPHARMA-SCR-01,Sun Pharmaceutical Industries Ltd,SUNPHARMA,Aggregated financial statements,screener.in company page (n/a basis),screener.in,2026-08-11,,https://www.screener.in/company/SUNPHARMA/,Secondary,2026-08-11,"Annual/quarterly P&L, balance sheet, cash flow, ratios, shareholding",Aggregator of audited filings - material claims to be confirmed against filings in Phase 2
SUNPHARMA-PXW-01,Sun Pharmaceutical Industries Ltd,SUNPHARMA,Market data,SUNPHARMA.NS split/dividend-adjusted weekly OHLCV,Yahoo Finance,2026-08-11,2021-08 to 2026-08,https://query1.finance.yahoo.com/v8/finance/chart/SUNPHARMA.NS?range=5y&interval=1wk,Secondary,2026-08-11,"Weinstein stage, 30/40w MA, relative strength, base, volume, liquidity",adjclose used for all stage arithmetic
SUNTECK-SCR-01,Sunteck Realty Ltd,SUNTECK,Aggregated financial statements,screener.in company page (n/a basis),screener.in,2026-08-11,,https://www.screener.in/company/SUNTECK/,Secondary,2026-08-11,"Annual/quarterly P&L, balance sheet, cash flow, ratios, shareholding",Aggregator of audited filings - material claims to be confirmed against filings in Phase 2
SUNTECK-PXW-01,Sunteck Realty Ltd,SUNTECK,Market data,SUNTECK.NS split/dividend-adjusted weekly OHLCV,Yahoo Finance,2026-08-11,2021-08 to 2026-08,https://query1.finance.yahoo.com/v8/finance/chart/SUNTECK.NS?range=5y&interval=1wk,Secondary,2026-08-11,"Weinstein stage, 30/40w MA, relative strength, base, volume, liquidity",adjclose used for all stage arithmetic
SUNTV-SCR-01,Sun TV Network Ltd,SUNTV,Aggregated financial statements,screener.in company page (n/a basis),screener.in,2026-08-11,,https://www.screener.in/company/SUNTV/,Secondary,2026-08-11,"Annual/quarterly P&L, balance sheet, cash flow, ratios, shareholding",Aggregator of audited filings - material claims to be confirmed against filings in Phase 2
